"P_ID","Record Type","Permit Type","Primary","Record Status","Record Date Opened","Record Date Status","Date Updated","Date Assigned","Date Status","Date Due","Task","Status","Task Active","Planner F","Planner L","Description","Notes","Address"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/15/2019 3:59:53 PM","7/30/2019 12:00:00 AM","8/12/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Planning Review","Comments","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/15/2019 3:59:53 PM","7/30/2019 12:00:00 AM","8/12/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Planning Review","Comments","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/15/2019 4:00:29 PM","7/25/2019 12:00:00 AM","8/12/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Engineering Review","Comments","N","Mary Ann","Bonifacio","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/15/2019 4:00:29 PM","7/25/2019 12:00:00 AM","8/12/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Engineering Review","Comments","N","Mary Ann","Bonifacio","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/15/2019 4:00:43 PM","7/25/2019 12:00:00 AM","8/12/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Arborist Review","Comments","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/15/2019 4:00:43 PM","7/25/2019 12:00:00 AM","8/12/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Arborist Review","Comments","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/15/2019 4:00:54 PM","","8/15/2019 12:00:00 AM","8/15/2019 4:00:54 PM","CEQA Review","Project Exempt","Y","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/15/2019 4:00:54 PM","","8/15/2019 12:00:00 AM","8/15/2019 4:00:54 PM","CEQA Review","Project Exempt","Y","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/26/2019 8:12:37 AM","7/25/2019 12:00:00 AM","8/26/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Building Review","No Comments","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/26/2019 8:12:37 AM","7/25/2019 12:00:00 AM","8/26/2019 12:00:00 AM","7/25/2019 12:00:00 AM","Building Review","No Comments","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/26/2019 8:13:51 AM","8/26/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/26/2019 8:13:51 AM","8/26/2019 12:00:00 AM","8/12/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/26/2019 8:14:05 AM","8/26/2019 12:00:00 AM","8/26/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Resubmittal","Route for Review","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/26/2019 8:14:05 AM","8/26/2019 12:00:00 AM","8/26/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Resubmittal","Route for Review","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/28/2019 2:25:31 PM","8/26/2019 12:00:00 AM","8/28/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Traffic Engineering Review","Comments","N","YunNa","Rhee","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","8/28/2019 2:25:31 PM","8/26/2019 12:00:00 AM","8/28/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Traffic Engineering Review","Comments","N","YunNa","Rhee","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/5/2019 4:47:27 PM","8/26/2019 12:00:00 AM","9/5/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Engineering Review","No Comments","N","Mary Ann","Bonifacio","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/5/2019 4:47:27 PM","8/26/2019 12:00:00 AM","9/5/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Engineering Review","No Comments","N","Mary Ann","Bonifacio","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/16/2019 11:04:44 AM","8/26/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Planning Review","No Comments","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/16/2019 11:04:44 AM","8/26/2019 12:00:00 AM","9/16/2019 12:00:00 AM","8/26/2019 12:00:00 AM","Planning Review","No Comments","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/16/2019 11:05:10 AM","9/16/2019 12:00:00 AM","9/5/2019 12:00:00 AM","9/16/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/16/2019 11:05:10 AM","9/16/2019 12:00:00 AM","9/5/2019 12:00:00 AM","9/16/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/16/2019 11:05:19 AM","9/16/2019 12:00:00 AM","9/16/2019 12:00:00 AM","9/16/2019 12:00:00 AM","Staff Analysis","Set for Hearing","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/16/2019 11:05:19 AM","9/16/2019 12:00:00 AM","9/16/2019 12:00:00 AM","9/16/2019 12:00:00 AM","Staff Analysis","Set for Hearing","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","2/3/2020 10:45:34 AM","9/16/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/16/2019 12:00:00 AM","Design Review Commission","Approved","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","2/3/2020 10:45:34 AM","9/16/2019 12:00:00 AM","9/18/2019 12:00:00 AM","9/16/2019 12:00:00 AM","Design Review Commission","Approved","N","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Zoning Amendment","Yes","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","2/3/2020 10:46:00 AM","2/3/2020 12:00:00 AM","9/18/2019 12:00:00 AM","2/3/2020 12:00:00 AM","Close Out","Approved","Y","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-024","Planning Project","Design Review Commercial","No","Approved","2/28/2019 12:00:00 AM","9/18/2019 12:00:00 AM","2/3/2020 10:46:00 AM","2/3/2020 12:00:00 AM","9/18/2019 12:00:00 AM","2/3/2020 12:00:00 AM","Close Out","Approved","Y","Simar","Gill","DR for new Bank of America building","","2153 OAK GROVE DR, WALCR, CA 94598"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:19:49 PM","3/12/2019 12:00:00 AM","3/12/2019 12:00:00 AM","3/12/2019 12:00:00 AM","Intake Review","Application Accepted","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:19:49 PM","3/12/2019 12:00:00 AM","3/12/2019 12:00:00 AM","3/12/2019 12:00:00 AM","Intake Review","Application Accepted","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:37:38 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Building Review","No Comments","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:37:38 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Building Review","No Comments","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:37:58 PM","4/24/2019 12:00:00 AM","4/10/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Planning Review","Comments","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:37:58 PM","4/24/2019 12:00:00 AM","4/10/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Planning Review","Comments","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:38:08 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Fire Review","No Comments","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:38:08 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Fire Review","No Comments","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:38:42 PM","4/24/2019 12:00:00 AM","4/10/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Engineering Review","Comments","N","Kirsten","Hanson","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:38:42 PM","4/24/2019 12:00:00 AM","4/10/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Engineering Review","Comments","N","Kirsten","Hanson","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:01 PM","4/24/2019 12:00:00 AM","4/10/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Traffic Engineering Review","Comments","N","YunNa","Rhee","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:01 PM","4/24/2019 12:00:00 AM","4/10/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Traffic Engineering Review","Comments","N","YunNa","Rhee","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:17 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Arborist Review","Comments","N","John","Davis","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:17 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Arborist Review","Comments","N","John","Davis","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:24 PM","","4/24/2019 12:00:00 AM","4/24/2019 2:39:24 PM","CEQA Review","Project Exempt","Y","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:24 PM","","4/24/2019 12:00:00 AM","4/24/2019 2:39:24 PM","CEQA Review","Project Exempt","Y","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:36 PM","4/24/2019 12:00:00 AM","4/10/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:36 PM","4/24/2019 12:00:00 AM","4/10/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:47 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Resubmittal","Route for Review","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:39:47 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Resubmittal","Route for Review","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:40:19 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Planning Review","Assigned - Notify Applicant","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 2:40:19 PM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Planning Review","Assigned - Notify Applicant","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","7/25/2019 8:13:53 AM","6/26/2019 12:00:00 AM","7/24/2019 12:00:00 AM","6/26/2019 12:00:00 AM","Zoning Administrator","Approved","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","7/25/2019 8:13:53 AM","6/26/2019 12:00:00 AM","7/24/2019 12:00:00 AM","6/26/2019 12:00:00 AM","Zoning Administrator","Approved","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 9:43:46 AM","4/24/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Planning Review","No Comments","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 9:43:46 AM","4/24/2019 12:00:00 AM","8/23/2019 12:00:00 AM","4/24/2019 12:00:00 AM","Planning Review","No Comments","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 9:44:07 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 9:44:07 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 9:45:38 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 9:45:38 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","9/5/2019 7:47:36 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","Staff Level Decision","Approved","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","9/5/2019 7:47:36 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","8/23/2019 12:00:00 AM","Staff Level Decision","Approved","N","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Tentative Map Minor Subdivision","Yes","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","9/5/2019 7:47:47 AM","9/5/2019 12:00:00 AM","8/23/2019 12:00:00 AM","9/5/2019 12:00:00 AM","Close Out","Approved","Y","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-027","Planning Project","Design Review Residential","No","Approved","3/12/2019 12:00:00 AM","8/23/2019 12:00:00 AM","9/5/2019 7:47:47 AM","9/5/2019 12:00:00 AM","8/23/2019 12:00:00 AM","9/5/2019 12:00:00 AM","Close Out","Approved","Y","Simar","Gill","Larkey Ln Estates Minor Sub & SFRs","","2832 LARKEY LN, WALCR, CA 94597"
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","3/14/2019 11:55:38 AM","3/14/2019 12:00:00 AM","3/14/2019 12:00:00 AM","3/14/2019 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","3/28/2019 2:56:24 PM","3/14/2019 12:00:00 AM","3/28/2019 12:00:00 AM","3/14/2019 12:00:00 AM","Engineering Review","No Comments","N","Cathleen","Terentieff","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","4/1/2019 1:26:03 PM","3/28/2019 12:00:00 AM","4/1/2019 12:00:00 AM","4/4/2019 12:00:00 AM","Building Review","No Comments","N","Timothy","Rodden","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","4/5/2019 2:50:10 PM","3/28/2019 12:00:00 AM","4/5/2019 12:00:00 AM","4/4/2019 12:00:00 AM","Traffic Engineering Review","No Comments","N","Greg","Kapovich","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","4/5/2019 2:50:17 PM","","4/5/2019 12:00:00 AM","4/5/2019 2:50:17 PM","CEQA Review","Project Exempt","Y","Greg","Kapovich","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","4/5/2019 2:50:32 PM","3/28/2019 12:00:00 AM","4/5/2019 12:00:00 AM","4/11/2019 12:00:00 AM","Planning Review","Comments","N","Greg","Kapovich","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","4/5/2019 2:50:48 PM","4/5/2019 12:00:00 AM","4/5/2019 12:00:00 AM","4/5/2019 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Greg","Kapovich","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","5/2/2019 3:19:59 PM","4/5/2019 12:00:00 AM","5/2/2019 12:00:00 AM","4/5/2019 12:00:00 AM","Resubmittal","Route for Review","N","Greg","Kapovich","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","6/19/2019 10:49:43 AM","5/2/2019 12:00:00 AM","6/19/2019 12:00:00 AM","5/16/2019 12:00:00 AM","Planning Review","Comments","N","Greg","Kapovich","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
"Y19-028","Planning Project","Design Review Residential","Yes","Close Out","3/14/2019 12:00:00 AM","9/23/2019 12:00:00 AM","9/23/2019 4:51:42 PM","6/19/2019 12:00:00 AM","9/23/2019 12:00:00 AM","6/19/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Greg","Kapovich","HOMESTEAD MFR EXT REMODEL","","1301 HOMESTEAD AV, WALCR, CA "
