"P_ID","Record Type","Permit Type","Primary","Record Status","Open Date","Updated Date","Date Assigned","Date Status","Task","Status","Description","Address","Notes","Planner F","Planner L"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","9/4/2018 12:48:22 PM","9/4/2018 12:00:00 AM","9/4/2018 12:00:00 AM","Planning Review","Assigned - Notify Applicant","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","9/7/2018 11:51:27 AM","8/30/2018 12:00:00 AM","9/7/2018 12:00:00 AM","Building Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Fangbin","Mo"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","9/7/2018 11:51:27 AM","8/30/2018 12:00:00 AM","9/7/2018 12:00:00 AM","Building Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Fangbin","Mo"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","9/7/2018 11:51:27 AM","8/30/2018 12:00:00 AM","9/7/2018 12:00:00 AM","Building Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Fangbin","Mo"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","9/7/2018 11:51:27 AM","8/30/2018 12:00:00 AM","9/7/2018 12:00:00 AM","Building Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Fangbin","Mo"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","9/11/2018 3:14:09 PM","8/30/2018 12:00:00 AM","9/11/2018 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","9/11/2018 3:14:09 PM","8/30/2018 12:00:00 AM","9/11/2018 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","9/11/2018 3:14:09 PM","8/30/2018 12:00:00 AM","9/11/2018 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","9/11/2018 3:14:09 PM","8/30/2018 12:00:00 AM","9/11/2018 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","9/26/2018 1:30:00 PM","8/30/2018 12:00:00 AM","9/26/2018 12:00:00 AM","Arborist Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","John","Davis"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","9/26/2018 1:30:00 PM","8/30/2018 12:00:00 AM","9/26/2018 12:00:00 AM","Arborist Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","John","Davis"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","9/26/2018 1:30:00 PM","8/30/2018 12:00:00 AM","9/26/2018 12:00:00 AM","Arborist Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","John","Davis"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","9/26/2018 1:30:00 PM","8/30/2018 12:00:00 AM","9/26/2018 12:00:00 AM","Arborist Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","John","Davis"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:39 AM","9/4/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:39 AM","9/4/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:39 AM","9/4/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:39 AM","9/4/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:46 AM","9/18/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:46 AM","9/18/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:46 AM","9/18/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:46 AM","9/18/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:57 AM","9/28/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:57 AM","9/28/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:57 AM","9/28/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","9/28/2018 8:00:57 AM","9/28/2018 12:00:00 AM","9/28/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","11/19/2018 4:14:23 PM","9/28/2018 12:00:00 AM","11/19/2018 12:00:00 AM","Resubmittal","Route for Review","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","11/19/2018 4:14:23 PM","9/28/2018 12:00:00 AM","11/19/2018 12:00:00 AM","Resubmittal","Route for Review","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","11/19/2018 4:14:23 PM","9/28/2018 12:00:00 AM","11/19/2018 12:00:00 AM","Resubmittal","Route for Review","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","11/19/2018 4:14:23 PM","9/28/2018 12:00:00 AM","11/19/2018 12:00:00 AM","Resubmittal","Route for Review","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","11/21/2018 11:51:31 AM","11/21/2018 12:00:00 AM","11/21/2018 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","11/21/2018 11:51:31 AM","11/21/2018 12:00:00 AM","11/21/2018 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","11/21/2018 11:51:31 AM","11/21/2018 12:00:00 AM","11/21/2018 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","11/21/2018 11:51:31 AM","11/21/2018 12:00:00 AM","11/21/2018 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","12/4/2018 8:02:02 AM","11/21/2018 12:00:00 AM","12/4/2018 12:00:00 AM","Building Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Fangbin","Mo"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","12/4/2018 8:02:02 AM","11/21/2018 12:00:00 AM","12/4/2018 12:00:00 AM","Building Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Fangbin","Mo"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","12/4/2018 8:02:02 AM","11/21/2018 12:00:00 AM","12/4/2018 12:00:00 AM","Building Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Fangbin","Mo"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","12/4/2018 8:02:02 AM","11/21/2018 12:00:00 AM","12/4/2018 12:00:00 AM","Building Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Fangbin","Mo"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:25 AM","11/19/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Police Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:25 AM","11/19/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Police Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:25 AM","11/19/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Police Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:25 AM","11/19/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Police Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:31 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:31 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:31 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:31 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:36 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:36 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:36 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:36 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:41 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Arborist Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:41 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Arborist Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:41 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Arborist Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","12/17/2018 11:08:41 AM","11/21/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Arborist Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 2:52:29 PM","12/17/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 2:52:29 PM","12/17/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","12/17/2018 2:52:29 PM","12/17/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","12/17/2018 2:52:29 PM","12/17/2018 12:00:00 AM","12/17/2018 12:00:00 AM","Consolidated Comments","Deemed Incomplete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","2/19/2019 8:54:49 AM","12/17/2018 12:00:00 AM","2/19/2019 12:00:00 AM","Resubmittal","Route for Review","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","2/19/2019 8:54:49 AM","12/17/2018 12:00:00 AM","2/19/2019 12:00:00 AM","Resubmittal","Route for Review","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","2/19/2019 8:54:49 AM","12/17/2018 12:00:00 AM","2/19/2019 12:00:00 AM","Resubmittal","Route for Review","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","2/19/2019 8:54:49 AM","12/17/2018 12:00:00 AM","2/19/2019 12:00:00 AM","Resubmittal","Route for Review","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","2/26/2019 10:52:47 AM","2/19/2019 12:00:00 AM","2/26/2019 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","2/26/2019 10:52:47 AM","2/19/2019 12:00:00 AM","2/26/2019 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","2/26/2019 10:52:47 AM","2/19/2019 12:00:00 AM","2/26/2019 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","2/26/2019 10:52:47 AM","2/19/2019 12:00:00 AM","2/26/2019 12:00:00 AM","Traffic Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","YunNa","Rhee"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:28 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Building Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:28 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Building Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:28 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Building Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:28 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Building Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:33 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Arborist Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:33 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Arborist Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:33 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Arborist Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:33 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Arborist Review","No Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:39 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:39 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:39 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:39 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Engineering Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:45 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:45 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:45 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:45 PM","2/19/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Planning Review","Comments","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:57 PM","","3/13/2019 12:00:00 AM","CEQA Review","MND Circulated","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:57 PM","","3/13/2019 12:00:00 AM","CEQA Review","MND Circulated","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:57 PM","","3/13/2019 12:00:00 AM","CEQA Review","MND Circulated","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:57:57 PM","","3/13/2019 12:00:00 AM","CEQA Review","MND Circulated","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Zoning Amendment","Yes","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:58:06 PM","3/13/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:58:06 PM","3/13/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Design Review Commercial","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:58:06 PM","3/13/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:58:06 PM","3/13/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Consolidated Comments","Deemed Complete","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tree Removal Permit","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:58:13 PM","3/13/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Staff Analysis","Set for Hearing","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
"Y18-090","Planning Project","Tentative Map Major Subdivision","No","Approved","8/30/2018 12:00:00 AM","3/13/2019 4:58:13 PM","3/13/2019 12:00:00 AM","3/13/2019 12:00:00 AM","Staff Analysis","Set for Hearing","Carmel Drive Townhomes","1487 CARMEL DR, WALCR, CA 94596","","Haley","Croffoot"
